ID	Problem
3857	Beth Tableaux
3858	Collecting Bugs
3859	Drawing Windows
3860	Ellipse
3861	Fool`s Day
3862	Graveyard Design
3863	Honey and Milk Land
3864	Incredible! Impossible!
3865	Jackpot
3866	K-th Number
3867	Lazy Misha
3869	Meteomeasurements
3870	Ann and Google
3877	Article
3878	Airlines - 2
3879	Blots on Paper
3880	Compression
3881	Teach Yourself Pottery
3883	Pattern Matching
3884	Roman Cities
3885	Sequence Sum
3886	Order Splitter
3887	The Merry Student Life During the Term...
3889	Aztec Pyramid
3920	MegaGCD
3921	The Imperial March
3924	Bus
3927	Economy
3935	Reverse
3936	Towers of Hanoi
3937	Digital root
3939	Ariel
3940	Billy, Willy and Moscow Underground
3941	Cinderella
3942	Darkwing Duck
3943	Epic Fail of a Genie
3944	Flood
3945	Gadget Hackwrench
3946	Hunt for Treasure!
3947	Innovative Business
3948	Just Another Disney Problem
3949	Key to Magica`s diary
3966	Ardent Butterfly Collector
3968	Square root
3969	Diplomas
3970	Mutants
3971	CosmoCraft
3972	Covered Walkway
3973	Double Dealing
3974	The End of the World
3975	Estimation
3976	Juggler
3977	Red/Blue Spanning Tree
3978	The Red Gem
3979	Science!
3980	The Worm in the Apple
3981	From adjacency matrix to adjacency list
3982	From adjacency list to adjacency matrix
3983	Mancunian And Colored Tree
3984	Sum of Squares with Segment Tree
3986	Sources and sinks
3987	Complete graph
3988	Transitivity of a graph
3989	Hanoi tower
4000	Depth Search
4001	Area of the room
4002	Cheating away!
4003	Sum of Left Leaves
4004	Is there a cycle?
4009	Bird tree
4010	Movie collection
4011	Piece it together
4012	Please, go first
4013	Pool construction
4014	Smoking gun
4015	Tichu
4016	Tracking RFIDs
4017	Train delays
4019	Turtle restoring
4021	Knight move
4022	Admiral
4023	Beer Pressure
4024	Cycling
4025	Digital Clock
4026	Edge Case
4027	Foul Play
4028	Guards
4029	Hip To Be Square
4030	Idol
4031	Joint Venture
4032	Key Insight
4033	Tram
4034	Minimum and Maximum in a tree
4035	Ice-Cream
4036	Pre-Order Traversal of a Tree
4038	Post-Order Traversal of a Tree
4039	Heap it!
4040	Factor Trees
4043	Roses
4044	N Queens
4045	Brackets
4047	Peaks
4048	Fireworks in RightAngleles
4049	Melody
4050	Funny Game
4051	Grasshopper
4053	Turtle Knight
4070	Convex Hull
4073	Its a Murder!
4074	Find the Median - 2
4075	Recursive Sequence
4076	Prime Generator
4077	Corporation Salary
4078	Drawing Marbles
4079	Permutation
4080	AND Rounds
4081	Frequent values - 2
4082	Interval Product
4089	Ideal Path
4090	Binary Matrix 2
4091	Probability Through experiment
4092	Optimal Space Way
4093	Radiation
4094	Version Controlled IDE
4095	Ultimate Device
4096	Warp Speed II
4097	Birthdates
4098	Prime Substring
4099	Longest Word
4100	Titanic
4101	Three digit numbers
4104	Distance in Tree
4106	Subsets generation
4107	Totient Extreme
4110	Route in the matrix
4111	Anagrams
4114	Heavy Cargo
4117	Binary Search
4118	Frontier
4119	Disk Tree
4120	Robot Navigation
4121	All Your Base
4123	This is Halloween: Saving Money
4124	Coffin Tiles
4125	Thinking Inside the Box
4126	Lightbulb Testing
4128	Kingdoms
4130	Chemist's vows
4131	Non-boring sequences
4132	Word equations
4133	Farm and factory
4135	Darts
4136	The Dragon and the knights
4137	Conservation
4138	Graphic Madness
4142	The Great XOR
4144	Batch Scheduling
4146	Binary Search Tree 1
4152	Andrew the Ant
4153	Software Bugs
4154	Charlie the Cockchafer
4155	Gregory the Grasshopper
4156	Lisa the Ladybug
4157	Mosquito Multiplication
4158	Rhinoceros Beetle
4159	Simon the Spider
4165	Heroes 2
4166	Gandhi and Dundee
4167	Chupacabras vs mothmen
4168	A night in the Library
4169	Plotter
4170	Mixing liquids
4171	Christmas Lights Assemby
4172	Pattern matching
4173	Tree
4174	Rally
4178	NP Knapsack problem
4192	Olympiad
4196	Chocolate bars
4197	Film Festival
4208	Degrees of two
4211	Gas stations
4212	Casting
4213	Cities
4214	A + B = C
4220	AAAAHH! Overbooked!
4221	Betting Sets
4222	Counting Pixels
4223	Matryoshka Dolls
4224	Equilateral Dominoes
4225	Four Gate Push
4226	Game Rigging
4227	Highway Construction
4235	Center of the tree
4247	I Know the Winner
4248	Tree
4249	God Create Math
4250	Maze
4251	Maze Again
4252	Region
4253	TianWang`s Game
4254	Angle
4255	Sum on a segment
4256	SumX
4257	17 chairs
4259	Minimum in the stack
4260	LCS-2
4261	Number of inversions
4262	Distance from the point
4267	Babs` Box Boutique
4268	Flash Mob
4269	Hexagon Perplexagon
4270	I`ve Got Your Back(gammon)
4271	Parencedence!
4272	Road Series
4273	Show Me the Money
4274	Sofa, So Good
4275	Town Square
4280	Points diameter
4281	Inattention
4283	Stepan and pairs
4284	Stepan's heritage
4286	Arithmetic
4291	Dictionary
4292	Texas hold `em
4293	Median Tree
4294	Billiard
4295	Stack Maze
4296	Counting 1`s
4297	Ancient Commemorative Monolith
4298	Magical Bridges
4299	Hashigo Sama
4300	Ancient Scrolls
4313	Persistent stack
4315	AVL
4320	Teams
4322	Busy Bees
4323	Ring
4327	Party
4340	Army of Mages
4341	Aztec Treasure
4342	Algorithm Complexity
4343	Flags for Provinces
4344	Loyd`s Problem
4345	Killer Words
4346	Work for Robots
4347	Salary for Robots
4348	Sniper Shot
4349	Square Country 5
4350	Turning Turtles
4353	Happy  Birthday!!!
4354	The problem about the chest
4355	Sheep in the hall
4356	Long long Catfish
4357	The problem about the chest (Hard)
4358	T-shirter
4359	Sweets for mushrooms
4360	Solarium for mushrooms
4361	Solarium for mushrooms (Hard)
4362	Vanya, inscribed in the polygon
4363	Listen to the song
4364	Listen to the song (Hard)
4365	Walrus on the blocks of ice
4366	Game with palindroms
4367	Game with palindroms (Hard)
4368	Triangular web
4369	Arson
4375	Matrix inversion
4377	Death Star 2
4378	Very simple problem
4379	Three Bit Computer
4380	Three Bit Computer strikes back
4381	Express delivery
4382	Die Young
4386	Jungle Outpost
4388	Meeting place can not be changed
4389	Intersection of nonconvex polygons
4393	Work Sheduling
4394	Yen algorithm
4404	Quite a problem
4405	Multi-touch gesture classification
4406	Stacking Curvy Blocks
4407	Unicycle counting
4408	Choosing Numbers
4409	Loopy transit
4410	Hitting the Targets
4411	Texas Summers
4412	Out of context
4413	Maze movement
4414	Ragged Right
4416	Testing System
4418	Lexicographical order
4419	Dense forest
4420	The root of a cubic equation
4421	For Fans of Statistics
4423	Transfer points
4424	Union of segments
4434	Cipher Message
4437	Remove the parentheses
4439	Exponentiation
4461	Accept in 150 seconds
4462	Strange Joseph and The Knights of Round Table
4463	Going to movie
4464	The roads in ByteLandia
4465	The game in dots
4466	The road in ByteLandia – 2
4469	Domino
4473	Maximum
4481	In the Country of Unlearned Lessons
4482	In a country of Unlearned Lessons 2
4483	The kid who learned to count
4484	Investigation by koloboks
4486	Cheburashka and Crocodile Gena
4491	Three from Prostokvashino
4496	Adventures of Dunno and His Friends
4504	AND & OR & max on a segment
4509	Vasya and sets
4510	AND & OR & min on a segment
4516	Trees in the garden
4517	Delivery
4522	Compacting Stickers
4524	Improve RLE
4525	Boustrophedon
4526	Ichthyology
4527	Simple prefix compression
4529	Fibonacci numbers: the last digit
4531	HTHL
4532	TEX 2 Unicode
4538	Bob and balls
4540	Hanoi Tower
4546	Beaver School in Lviv
4556	Counting Triangles
4557	Lonely king
4593	Automaton
4594	Bims
4595	Cutting
4596	Disclosure
4597	Embedded circles
4598	False figures
4599	Grouping
4600	Hidden triangles
4601	Interactive
4602	Journey
4603	K-edges graph
4604	Lake
4605	Match them up
4606	Need for sum thing
4607	Open air
4608	Pseudo automaton
4609	Quiz
4610	Reduction
4627	Hexagon
4628	The Bermuda Triangle
4629	Hexagonal Routes
4631	Triangle Trouble
4635	The Programmer`s Hex
4636	Hex Tile Equations
4662	Chords
4663	A Coloring Game
4664	Hippopotamus
4666	Circular Railway
4668	2-3 Trees
4679	Mountain Holidays
4680	Divisors
4687	Tram
4688	Median Weight Bead
4715	Lovely Elephants
4716	Divide the apples - 1
4717	Divide the apples - 2
4720	New Sergey's game
4721	Bob the honors pupil
4722	The square of a number
4725	Sum of squares
4726	First and last appearance
4727	Second appearance
4729	Length of the sequence
4730	Fibonacci
4732	iccanobiF
4733	Is it divisible by 2, 4 and 8?
4734	Is it divisible by 3, 6 and 9?
4735	Is it divisible by 5 and 10?
4737	Remove extra spaces
4738	Sorting
4739	Sieve of Eratosthenes
4742	Number of divisors
4746	Cafe "Proboscis"
4749	Theater revenue
4750	Filling
4752	Cinema
4753	Cinema+
4754	From base k to base 10
4755	From base 10 to base 13
4758	Fibonacci number system
4760	Move zeroes
4761	Loops
4763	From list of edges to adjacency matrix
4764	Degrees of vertices
4765	Remove Duplicates from Sorted Array
4766	From adjacency matrix to the list of edges - 2
4779	Two circles
4786	Segments
4802	Longest Common Substring
4805	Equilateral triangle
4808	Woodcutter
4813	ATM
4815	All permutations of given length
4817	Rectangle
4819	Maximum by minimum
4822	Moscow Ring Road
4831	Knapsack
4835	Without two consecutive ones
4849	Electric trains
4850	Magic machine
4851	Details
4852	The shortest distance
4853	The shortest path
4856	The Shortest Path
4857	Olympiad in Hogwarts
4858	Ordered numbers
4859	Boring lecture
4861	Sections in Makhovniki
4893	Brujo Don Pedro
4894	Interesting sequence
4895	Frog VS mosquito: the last fight!
4896	GCD
4898	Very simple
4914	UFOs
4917	Farm 2
4918	About Frogs
4919	Ryaba Hen
4920	Lunar Code
4921	Airplanes
4922	Spy Satellites
4946	Uncle Scrooge's Gold
4948	Light
4951	Factory
4952	K-inversions
4953	Men in Black
4954	Path
4955	Martian Plates
4956	Bad Roads
4957	Sequence
4958	Game of Squares
4959	Ones and Zeroes
4960	Zones on a Plane
4961	Cockroaches in the Building
4962	Game with Cards
4963	Flower-garden Designs
4964	Goat in the Garden 4
4965	Interesting Number
4966	Maze
4967	Vasya`s Dad
4968	Photo
4969	Roadworks
4970	Shots at Walls
4971	Snake
4972	The calendar
4973	Mutation
4974	Space pebbles
5023	Joseph Problem
5040	The Idiot of the Year Contest!
5041	Parsing Real Numbers
5042	Co-workers from Hell
5043	Connected Gheeves
5044	Rotating Scoreboard
5045	ACM Underground
5046	Expression Evaluator
5047	Rectangle Cutting
5049	Remove spaces
5050	Degree of two
5057	Spiral
5058	Sequence of brackets
5059	Two minimums
5060	Reverse Polish notation
5062	Maximum palindrome
5064	Magic constant
5067	n Div Tree
5072	Count number of edges
5073	Multiedges
5074	Degrees of vertices by a list of edges
5076	Regular graph
5078	Graph tournament
5080	Number of hanging vertices 1
5083	Sum of digits
5084	Interval Less Query
5086	Compare Big Integers
5087	Implement a stack
5088	Number of hanging vertices 2
5089	Vocabulary
5091	Explosive containers
5095	XOR 2
5096	Shagrath
5097	Reverse the number
5098	Three rings for the elven kings
5101	Hodja Nasreddin
5102	Very Simple Problem
5103	Koza Nostra
5107	Minibus
5109	Heritage of the king
5115	Hockey in Ural
5116	Robot assembler
5117	Graphic editor "Chameleon"
5118	Ancient dynasties
5123	Hailstone HOTPO
5124	B-Casting
5125	Pen Counts
5126	Maximum Random Walk
5127	Faulhaber`s Triangle
5128	The King`s Ups and Downs
5129	Mad Veterinarian
5130	Windmill Animation
5131	Push-To Telescope
5132	Mystery
5133	abc
5134	Intersection of two lines
5137	Monobilliards
5138	Increasing subsequence
5139	Average train speed
5141	LCM Sum
5151	Two triangles
5156	Segments
5158	Hippogriffs
5159	Kingdom of Magic
5161	Lasers
5179	Folding
5185	Point of medians intersection
5186	Center of inscribed circle
5192	Construct a triangle 3
5194	Boris, You Are Wrong!
5195	Divide an Island!
5205	Parentheses
5208	Sum of cubes
5213	Inverse
5217	LCA offline
5219	Caves and Tunnels (Easy)
5222	Game
5223	Watson`s memory
5224	Accomodation
5226	Construction
5227	Task
5228	Palindrome
5230	Cube
5232	Method of linear transformation
5233	Watson`s magic number
5234	Formatting
5235	Two flower beds
5255	Digit
5259	Segments
5273	Acquaintance
5274	Fenechka
5282	Saddle points
5283	Thaw
5285	Caves and Tunnels
5287	The cyclic suffixes (Easy)
5289	Nenokku (Easy)
5290	Substring (Easy)
5292	Fourth floor
5299	Covering with paths
5303	Twelve
5304	Perms
5305	Snakecube
5306	Stones
5307	Hilbert matrix
5314	2^k + 2^n
5315	Set a bit
5316	Invert a bit
5317	Bit value
5319	Reset a bit
5320	Complementary code - 1
5321	Complementary code - 2
5322	Numeral system - 1
5324	Extended Euclid Algorithm
5325	Stand in order
5326	Towers of Hanoi
5327	Bracket sequence
5328	Find Minimum
5329	Party
5330	Robbers from the big stairs
5331	Thylacine
5334	Incinerate el
5335	Product on a short number
5337	Different-different
5339	Gnomes and houses
5341	The Alliances
5342	An Arithmetic Rectangle
5343	Bodyguards
5344	The MP3 Player
5345	PIN
5346	A Huge Tower
5351	Cactus
5355	Guards
5358	Joseph`s Problem
5360	Astronomy
5363	Drying
5364	Expectation
5366	Godfather
5370	K Best
5371	Alphabet
5386	Greatest Common Divisor
5412	Ginkgo Numbers
5413	Stylish
5414	One-Dimensional Cellular Automaton
5415	Find the Outlier
5416	Sliding Block Puzzle
5417	Never Wait for Weights
5418	Let There Be Light
5419	Company Organization
5420	Beautiful Spacing
5421	Cubic Colonies
5432	Generalized Fibonacci Chipmunks
5437	Fibonacci strings
5440	Product of numbers
5445	Sociology
5463	Cinema tickets
5471	Graph 1, 1/2, 1/3, 1/4
5472	RMQ
5474	Mumatrix
5491	Moo
5492	How Many Ones Needed?
5493	Just Add It
5494	Quadrant Queries
5497	Host Place
5498	Largest Volume
5503	Sith vs Jedi
5504	Ministry of Truth
5505	Yoyu Nyerk
5506	Reverse grasshopper
5542	AB-poems
5543	Business Card Juggling
5544	Corridor
5545	Division
5546	Explosion
5547	Factoradic Numbers
5548	Garden
5549	Hunt
5550	Invasion
5551	Jousting
5552	Kaleidoscope
5553	Lord Bradley on the North Pole
5559	Fibonacci System
5609	Complex Root
5610	To Kill the Dragon
5611	Biggest Inscribed Ellipse
5612	Five Palindromes
5613	Boss, I Can See You!
5614	Fire Signals
5615	Mundial
5616	Algorithm of Professor Ivanov
5617	GOV-internship 3
5618	Palindromes and Super Abilities
5619	Stars
5620	Ministry
5621	Find a multiple
5622	Labyrinth
5623	Queens in peaceful positions
5624	Cross-stitch
5651	Hey, Better Bettor
5652	Surely You Congest
5653	Factors
5654	Harvard
5655	Low Power
5656	Map Tiles
5658	Pirate Chest
5660	Up a Tree
5661	Nonoptimal Assignments
5662	Cryptography
5664	Hexagon and Rhombic Dominoes
5665	Strange Limit
5666	Little Mammoth
5667	Network Wars
5668	Oil Deal
5669	Bishops on a Toral Board
5670	Crazy Bishops
5671	Divide and Conquer
5672	Martians` DNA Analysis
5673	Drawing Problem
5674	Fibonacci Period
5675	Parallel Processes
5676	Beautiful Permutation
5677	Build More Roads!
5678	Secret Lab
5679	Snooker
5696	Airplane Parking
5697	Elias Omega Coding
5698	In-circles Again
5699	Rating Hazard
5700	Relational Operators
5701	Your Ways
5702	Hexagonal Sticks
5703	Buy Your House
5704	Synnerg Lifeform
5705	Nowhere Money
5706	Highway Patrol
5713	Windy weather
5716	Card houses
5717	Windy weather 2
5718	Big difference
5721	Find an element
5722	How to become a millionaire?
5730	YAPTCHA
5731	Skyscrapers
5732	Business Cards
5733	Museum
5734	Morphing is fun
5735	Tower
5736	Suffix reconstruction
5737	Two professors
5738	Counting heaps
5739	In case of failure
5740	Army Buddies
5741	Ball Stacking
5742	Candy`s Candy
5743	Diccionário Portuñol
5744	Elecrical Pollution
5745	File Retrieval
5746	Garden Fence
5747	Hedge Mazes
5748	In Braille
5749	Jupiter Atacks!
5750	King`s Poker
5751	Delta Encoding and Decoding
5752	Hidden Password
5753	Crazy tea party
5754	Supermarket
5755	Lord of the Ring
5756	Power Network
5757	Firefighters
5758	Binary Polynomials
5765	Canaries
5776	Phigon
5786	Grey Area
5787	Expected Allowance
5788	Stopped Watches
5789	Digits on the Floor
5790	Spherical Mirrors
5791	Traveling Cube
5792	Search of Concatenated Strings
5793	Top Spinning
5794	Common Polynomial
5795	Zigzag
5796	Circles
5797	Sum of Fractions
5798	Number
5799	Product of Different
5801	Taxi
5813	Stickers
5817	MathWorlds
5822	Fans Placement
5826	And Then There Was One
5827	Prime Gap
5828	Minimal Backgammon
5829	Lowest Pyramid
5830	Geometric Map
5831	Slim Span
5832	The Morning after Halloween
5833	Bug Hunt
5834	Most Distant Point from the Sea
5835	The Teacher`s Side of Math
5836	A Two Floors Dungeon
5837	Area Folding
5838	Connect
5839	Do use segment tree
5840	Move on Dice
5841	Pipeline Plans
5842	Presentation
5843	Repairing
5844	Sun and Moon
5845	Usoperanto
5846	Computer game (platforms)
5847	Platforms with additional criterion of optimizat
5848	Computer game (platforms) with path
5849	Computer game (platforms) with quadratic jumps
5850	Mathematical platforms
5851	Way via mountains (small limits)
5852	Way via mountains
5853	Chess
5854	Maximum Sum basic
5855	Maximum Sum with number of ways
5856	MaxSum (jumps to any column)
5857	MaxSum (odd sum)
5858	MaxSum (visit each column)
5859	MaxSum (visit all columns by chess knight)
5860	MaxSum (lucky sum-1)
5861	MaxSum (lucky sum-2)
5862	Solitaire (small limits)
5863	Solitaire
5864	Unfolding the Solitaire
5865	Sum maximization game
5866	Maximization giveaway
5867	Decomposition into a sum of cubes
5868	A xor B
5869	Bowling analysis
5870	Count them!
5871	DAG game
5872	Explosive Chapaeff
5873	Fibonacci hater`s him
5874	Grundy`s game
5875	Hard MEX
5876	Interval game
5877	Jam
5878	K-nim
5879	Leaping
5880	MEX
5881	Nim
5882	Asterisk
5883	Anansi`s Cobweb
5884	Admission to Exam
5885	Lunar Code 2
5886	Mortal Kombat
5887	Monkey at the Keyboard
5888	Space Poker 3
5889	Scrooge`s Tower
5897	Sum of squares
5919	Fibonacci haters` nim 2. Peter strikes back!
5925	Winter Roads
5926	Can of Worms
5927	Automatic Trading
5928	3D Printer
5929	Flooding Fields
5930	Goat Ropes
5931	Job Postings
5932	Overlapping Maps
5933	Unreal Estate
5934	Satisfaction Guaranteed
5935	Uniform Subtrees
5956	Integer point
6002	Are We There Yet?
6003	Fast Times at Ridgemont`s Planet
6004	Symbolic Mathematics
6006	Change by Mass
6008	Inverse Triangular Numbers
6009	I`ll Be Round About
6010	Jill and Phil`s Palindromic Peregrinations
6011	Pavement Signage
6012	Time Limit Exceeded
6013	Counting Again?
6015	Solitaire
6016	Matrix
6017	Largest inscribed rectangle
6018	XOR Sum
6019	There is no place like 127.0.0.1
6021	Mega Inversions
6022	Death Knight Hero
6024	ls
6025	Knigs of the Forest
6026	Car Trouble
6028	Prime Time
6029	Enemy Division
6030	Boggle
6031	Booking
6032	Chess
6033	Kastenlauf
6034	No Trees But Flowers
6035	Peg Solitaire
6036	Ringworld
6037	The King of the North
6039	Timing
6040	Triangles
6041	The Navi-Computer is Down!
6042	Blenjeel Sand Worms and Color Wriggles
6044	Rescue Beacon
6045	Let the Wookiee Win!
6046	Laser Turret Maintenance
6047	George Lucas and 1138
6048	Spare the Ewoks!
6050	Laser Shot
6051	Power Grid
6052	Quicksum
6053	Linear Pachinko
6054	Surprising Strings
6055	Falling Ice
6056	Frugal Search
6057	Go Go Gorelians
6058	Root of the Problem
6059	Sum of Odd Sequence
6060	Spiral
6061	Surface Area
6062	Table
6063	Huge Knight
6064	Matrix Transformation
6065	Bi-coloring
6066	Sorting
6068	Qurban 2011
6069	Ride My Bicycle
6070	Counting Sheep
6072	Untidy Desktops
6073	Picnic Planning
6074	Poly-polygonal Numbers
6075	Rational Approximation
6076	Stacking Cubes
6077	Checker`s Check
6078	To Bet or Not To Bet
6079	BSP Trees
6080	Double Trouble
6081	"Metro"
6082	Supernatural
6083	"Pieces of Paper"
6084	"Nested rectangles"
6085	"Turns minimization"
6086	"Same quantity, sum and product"
6087	A Cycle of Points
6088	"Sum"
6089	"Desoxyribonucleic Acid"
6090	"Easy Recurrence"
6102	Integral Rectangles
6103	ICPC Ranking
6104	Hierarchical Democracy
6105	Prime Caves
6106	Anchored Balloon
6107	Rotate and Rewrite
6119	Fiber Network
6122	Simple Stack
6128	Simple deque
6129	Deque with error protection
6130	Deque of infinite size
6137	ABC
6144	3x+1
6145	Omicronian Domino
6146	Osipovsky Cup
6147	RoboFest
6148	Computer Vision
6149	Casino
6150	Campus
6151	Coffee
6152	ACM Fail
6153	Sixth Sence
6154	Zota 2
6155	Wrong monks
6159	The Towers of Hanoi Revisited
6160	Thread Tree
6161	Trodden Cable
6162	Fox Observation
6163	Removing Magical Tiles
6164	Optimal alpha beta pruning
6165	Graph Automata Player
6166	Spotlight Movement
6167	Gravity Point
6168	Multi Path Story
6169	Rotation Game
6170	Russian Dolls
6171	InterCity
6172	Count
6173	Chess
6174	A+B
6175	Dragon Pattern
6176	Points
6178	Influence
6179	An Idea of Mr. A
6187	Hanoi tower
6188	Plunder & Flee
6189	Blobs` Exhibition
6190	Number Game
6191	Evil & Odious
6192	Checkers
6194	Klingon Battle Bagel
6195	Meteorite
6196	Triangles
6199	Oddities
6200	Ternarian Weights
6201	Goldbach`s Conjecture
6202	Shotcube
6203	Erratic Ants
6204	Plotting Polynomials
6205	Trapezoid Walkway
6206	4 thought
6207	Biggest Slice
6208	Even Up Solitaire
6209	Island Buses
6210	Candy Store
6211	Collision Detection
6212	Do It Wrong, Get It Right
6213	Dueling Philosophers
6214	Paint Me
6215	Party Games
6216	Reverse Nonogram
6217	Tsunami
6219	Walls
6220	Random Walking
6221	Full Tank
6222	Kingdom
6224	Dark Roads
6226	Food Review
6227	From Dusk Till Down
6233	Fenwick Tree
6240	Repeating Decimals
6241	Solutions of Cubic Equation
6242	Multiplication in a Dihedral Group
6243	Area Between Outer Hull and Inner Hull
6245	M M Detour
6247	Interior Lattice Points
6248	Permutations
6249	Planting Trees
6251	Number Trick
6252	Robert Hood
6253	Virus Replication
6255	Erase Securely
6257	Dance Reconstruction
6258	Dartboard
6259	Cliff Walk
6260	Arrangement of Contest
6261	Ballot Analyzing Device
6263	Dwarf Tower
6264	Energy Tycoon
6265	Flight Boarding Optimization
6267	Heavy Chain Clusterization
6269	J
6270	Kids in a Friendly Class
6271	Lonely Mountain
6273	A square from squares
6277	Buy the water
6280	The amount of n-digit numbers
6286	Mysterious equation
6292	Billing Tables
6294	Driving Directions
6295	Exchange
6296	Fool`s Game
6298	Hard Life
6299	Interconnect
6300	Java vs C++
6301	Kickdown
6352	n-th Square Free
6369	Trailing Sifar
6370	Let`s Go Green
6371	Filter & Perform
6372	Show me the Step
6373	The Sultan’s Chapati
6374	Sahur & Imsa
6375	Rice Sack
6376	Rain Forest Canopy
6377	Positive Closure Sum
6378	LIS
6379	Welcome Party
6380	Round Robin
6381	Missing Pages
6382	Probability Paradox
6383	Letter Cubes
6384	Digit Sum
6385	Cash Cow
6386	Sort Me
6387	Islands in the Data Stream
6388	Von Neumann`s Fly
6389	Strahler Order
6390	Pisano Periods
6391	Deranged Exams
6392	Chomp
6393	Triangle Count Sequences of Polygon Triangulatio
6394	Powers of Pascal
6395	Contraband
6396	Fast Food Prizes
6397	Seven Kingdoms
6398	Institute of Advanced Category Manipulation
6400	Credit Card Payment
6401	IQ Test
6402	Social Advertising
6403	Tables
6404	Flood-It
6405	Chemicals Monitoring
6406	Area Coverage
6407	Bad Signal
6408	Cracking the Safe
6409	Dreaded Alternating Game
6410	Encryption
6412	Genuine Messages
6413	How Much?
6414	Identification Codes
6415	Just Enough Space
6417	Administrative Difficulties
6418	Bribe
6419	Cracking the Code
6420	Destination Unknown
6421	Encoded Coordinates
6422	Flying Safely
6423	Getting Through
6424	Hidden Camera
6426	Jailbreak
6427	Beehives
6428	Bits Equalizer
6429	LCM Pair Sum
6437	Analyzing Bit (Yet Special) Strings
6438	Bits Are Dangerous
6439	Counting Amusing Numbers
6441	Exact Number of Drops
6442	Figures Of Simple Sense
6443	Gowk`s Errand for Master
6444	Handicapped Onsite Prediction
6445	Icy Roads Of Nomel
6446	Jelly-Oxygen Beans
6448	Xoring Machine
6450	Tree
6451	Magic Roads
6452	Patterns
6453	ABACABA Matching
6454	Intervals
6455	Danger
6456	Redundant Edges
6457	Coloring
6458	Robot
6459	Cosine
6460	Billiard
6461	Queue
6463	Remarkable Substrings
6464	Moderate Numbers
6465	Sum of Powers
6466	Tree Distance
6467	Dot Product
6479	Blizzard
6480	Bytecomputer
6481	Euler`s Problem
6522	The New President
6525	Kids Love Candies
6526	The Swapping Game
6527	Lock Pattern
6528	Archery
6530	Contest Hall Preparation
6531	Math Homework
6532	Absurd prices
6535	Field Plan
6543	Faculty Dividing Powers
6546	Magic Star
6547	Magical Crafting
6548	My brother`s diary
6549	Security Zone
6550	Sightseeing
6551	Suiting Weavers
6552	Time to live
6572	Network Planning
6573	ZZ
6574	Chromosome
6575	Random Walks
6576	Road
6577	DVDs
6578	Theater
6579	Fence
6580	Magic Graphs
6581	Attacking rooks
6582	Blogger language
6583	Counting Ones
6584	Disjoint water supply
6585	Eleven
6586	Football
6587	Go up the Ultras
6588	Hide and seek
6589	Inverting Huffman
6590	Join two kingdoms
6591	Arithmetic with Morse
6592	Beautiful Yekaterinburg
6593	Hot Dogs
6594	Tornado!
6596	Boxes and Stones
6598	Different Digits
6599	Environment Protection
6600	Fix the Pond
6601	Game of Tiles
6602	Hours and Minutes
6604	Joining Couples
6605	Drop Zone
6606	Effective Infection Time
6607	Outpost Navigation
6608	Multikill
6610	Worst Case Scenario
6612	Zombdar
6613	Fractional Lotion
6614	Folded Map
6616	Fence Orthogonality
6617	Flower Pots
6618	Frustrated Queue
6619	Frozen Rose-Heads
6621	Bowling Score Assistant
6623	One Move from Towers of Hanoi
6624	Four-Tower Towers of Hanoi
6625	Light Switches
6626	Full Board
6628	Strings with Same Letters
6645	Rocky
6647	Battleships
6648	Cuckoo for Hashing
6649	Playing Fair with Cryptography
6650	Rent-A-Pixel
6651	Stampede!
6652	Super Phyllis
6654	The Urge to Merge
6655	Xenospeak
6664	Arbitrage
6671	Gangs
6672	Smeech
6676	Three Colors
6696	Eating Brains
6697	Deep In The Ocean
6737	Japhshan and Ramshut
6738	Chemists
6739	UFO Circles
6740	The Diputs notation
6741	Hexodoku
6742	The Glorious Karlutka River =)
6743	A Secret Book
6744	Moles and Holes
6745	Set Division
6746	X + R(X) = N
6766	Rubik`s Rectangle
6767	What does the fox say?
6768	Magical GCD
6769	Subway
6770	Escape
6771	Draughts
6772	History course
6773	Chain & Co.
6774	Crane
6775	Captain Obvious and the Rabbit-Man
6776	Digraphs
6777	Bus
6778	Equal Sum Sets
6779	The Last Ant
6780	Count the Regions
6781	Clock Hands
6782	Dragon`s Cruller
6783	Directional Resemblance
6784	Longest Chain
6785	Don`t Burst the Balloon
6786	Hidden Tree
6787	C(O|W|A*RD*|S)* CROSSWORD Puzzle
6819	Antenna Placement
6827	Aaah!
6828	Bread Sorting
6829	Cookie selection
6830	Doorman
6831	Eco-driving
6832	Food Review
6833	Galactic Warlords
6834	Horror List
6835	Infiltration
6836	Juice
6837	Kindergarten
6838	Luggage
6839	House Numbers
6840	Rotten Ropes
6841	Optimal Keypad
6843	Unfoldung
6844	A DP Problem
6845	Map Labeler
6847	Lego Land
6848	Wall
6849	Trees
6850	Colors
6851	A Treasure Or A Bomb
6852	Up and Down
6853	Help the Museum
6854	How Many Days Are There?
6856	Cocktail
6857	Increasing subsequences
6858	Map Generator
6859	Map Generator returns (MG-II)
6860	Trigonometric optimization
6861	Supersquare
6862	Pseudographical recognizer
6863	“Roman” corridor
6864	Parabolic teleports
6865	Magic pyramid
6875	ABC for blind
6897	Collatz Conjecture
6898	Smart File Name Sorting
6899	RNA Molecules
6900	Pirates
6901	Shuffling Strings
6902	Guess Number
6903	Subset Sum
6904	Minesweeper
6905	Tunb Airline
